AAPL,2019-01-30T17:50:00Z,162.82,163,162.8,162.96
AMZN,2019-01-30T17:50:00Z,1652.02,1652.55,1650.41,1651.8
AAPL,2019-01-30T17:55:00Z,162.97,163,162.56,162.86
AMZN,2019-01-30T17:55:00Z,1651.95,1653.25,1651.25,1652.29
AAPL,2019-01-30T18:00:00Z,162.86,162.94,162.78,162.94
AMZN,2019-01-30T18:00:00Z,1652.6,1653.04,1651.69,1652.44
AAPL,2019-01-30T18:05:00Z,162.94,163.25,162.93,163.16
AMZN,2019-01-30T18:05:00Z,1652.84,1653.62,1651.63,1653.03
AAPL,2019-01-30T18:10:00Z,163.17,163.25,162.85,162.86
AMZN,2019-01-30T18:10:00Z,1652.72,1653.58,1652.14,1653
AAPL,2019-01-30T18:15:00Z,162.89,163.11,162.88,163.03
AMZN,2019-01-30T18:15:00Z,1652.75,1654,1652.58,1653.55
AAPL,2019-01-30T18:20:00Z,163.01,163.01,162.42,162.67
AMZN,2019-01-30T18:20:00Z,1653.73,1653.91,1649.33,1651.49
AAPL,2019-01-30T18:25:00Z,162.69,163.06,162.69,162.95
AMZN,2019-01-30T18:25:00Z,1651.59,1652.4,1650.5,1650.5
AAPL,2019-01-30T18:30:00Z,162.96,163.12,162.85,163.09
AMZN,2019-01-30T18:30:00Z,1650.88,1652.64,1650.5,1652.15
AAPL,2019-01-30T18:35:00Z,163.1,163.14,162.9,162.91
AMZN,2019-01-30T18:35:00Z,1652.15,1652.15,1650.53,1650.92
AAPL,2019-01-30T18:40:00Z,162.9,163.03,162.81,163
AMZN,2019-01-30T18:40:00Z,1650.92,1652.15,1650.66,1651.11
AAPL,2019-01-30T18:45:00Z,163.02,163.2,162.79,162.89
AMZN,2019-01-30T18:45:00Z,1651.52,1652,1650.94,1651.49
AAPL,2019-01-30T18:50:00Z,162.88,163.16,162.87,163.05
AMZN,2019-01-30T18:50:00Z,1651.54,1654.79,1651.54,1653.02
AAPL,2019-01-30T18:55:00Z,163.04,163.14,162.99,163.03
AMZN,2019-01-30T18:55:00Z,1653,1653,1650.8,1650.86
AAPL,2019-01-30T19:00:00Z,163.05,163.98,163,163.97
AMZN,2019-01-30T19:00:00Z,1650.93,1660.78,1649.63,1660.35
AAPL,2019-01-30T19:05:00Z,163.98,164.48,163.83,164.22
AMZN,2019-01-30T19:05:00Z,1660.2,1661.39,1654.48,1654.48
AAPL,2019-01-30T19:10:00Z,164.21,164.93,164.11,164.87
AMZN,2019-01-30T19:10:00Z,1655.45,1662.55,1654,1662.25
AAPL,2019-01-30T19:15:00Z,164.85,164.9,164.41,164.81
AMZN,2019-01-30T19:15:00Z,1662.11,1664.25,1659.89,1661.99
AAPL,2019-01-30T19:20:00Z,164.81,165,164.64,164.83
AMZN,2019-01-30T19:20:00Z,1661.72,1668.98,1661.66,1667.79
AAPL,2019-01-30T19:25:00Z,164.81,164.98,164.6,164.86
AMZN,2019-01-30T19:25:00Z,1667.14,1669,1665.38,1667.78
AAPL,2019-01-30T19:30:00Z,164.86,164.89,164.56,164.86
AMZN,2019-01-30T19:30:00Z,1667.74,1668.18,1665.1,1667.79
AAPL,2019-01-30T19:35:00Z,164.86,164.96,164.46,164.76
AMZN,2019-01-30T19:35:00Z,1668,1670.3,1664.62,1668.38
AAPL,2019-01-30T19:40:00Z,164.77,164.92,164.62,164.72
AMZN,2019-01-30T19:40:00Z,1668.44,1668.44,1665.83,1668.4
AAPL,2019-01-30T19:45:00Z,164.72,165.35,164.61,165.18
AMZN,2019-01-30T19:45:00Z,1668.08,1673.61,1667.18,1672.53
AAPL,2019-01-30T19:50:00Z,165.19,165.77,165.1,165.65
AMZN,2019-01-30T19:50:00Z,1672.73,1675.45,1670.64,1674
